№ Площадки,Регион,Диапазон,Тип БС,"Дата ТЭ 
(ЧЧ.ММ.ГГ)","Год 
плана",exМР
PL_78_0301,С.-Петербург и Ленинградская область,LTE-1800,БС,2021-04-09,2021,МР Северо-Запад
PL_78_0301,С.-Петербург и Ленинградская область,LTE-2600,БС,2021-04-09,2021,МР Северо-Запад
PL_78_0301,С.-Петербург и Ленинградская область,LTE-2600-TDD,БС,2021-04-09,2021,МР Северо-Запад
PL_78_0318,С.-Петербург и Ленинградская область,GSM-900,БС,2021-04-16,2021,МР Северо-Запад
PL_78_0318,С.-Петербург и Ленинградская область,UMTS-900,БС,2021-04-16,2021,МР Северо-Запад
PL_78_0318,С.-Петербург и Ленинградская область,UMTS-2100,БС,2021-04-16,2021,МР Северо-Запад
PL_78_0318,С.-Петербург и Ленинградская область,LTE-1800,БС,2021-04-16,2021,МР Северо-Запад
PL_78_0329,С.-Петербург и Ленинградская область,GSM-900,БС,2021-04-23,2021,МР Северо-Запад
PL_78_0329,С.-Петербург и Ленинградская область,UMTS-2100,БС,2021-04-23,2021,МР Северо-Запад
PL_78_0329,С.-Петербург и Ленинградская область,LTE-2600,БС,2021-04-23,2021,МР Северо-Запад
PL_78_00333,С.-Петербург и Ленинградская область,GSM-900,БС,2021-03-02,2021,МР Северо-Запад
PL_78_00333,С.-Петербург и Ленинградская область,UMTS-2100,БС,2021-03-02,2021,МР Северо-Запад
PL_78_00333,С.-Петербург и Ленинградская область,LTE-1800,БС,2021-03-02,2021,МР Северо-Запад
PL_78_00333,С.-Петербург и Ленинградская область,LTE-2600,БС,2021-03-02,2021,МР Северо-Запад
PL_78_0342,С.-Петербург и Ленинградская область,UMTS-2100,БС,2021-03-30,2021,МР Северо-Запад
PL_78_0359,С.-Петербург и Ленинградская область,GSM-900,БС,2021-04-23,2021,МР Северо-Запад
PL_78_0359,С.-Петербург и Ленинградская область,UMTS-900,БС,2021-04-23,2021,МР Северо-Запад
PL_78_0359,С.-Петербург и Ленинградская область,UMTS-2100,БС,2021-04-23,2021,МР Северо-Запад
PL_78_0359,С.-Петербург и Ленинградская область,LTE-1800,БС,2021-04-23,2021,МР Северо-Запад
PL_78_0360,С.-Петербург и Ленинградская область,GSM-900,БС,2021-06-11,2021,МР Северо-Запад
PL_78_0360,С.-Петербург и Ленинградская область,UMTS-900,БС,2021-06-11,2021,МР Северо-Запад
PL_78_0360,С.-Петербург и Ленинградская область,UMTS-2100,БС,2021-06-11,2021,МР Северо-Запад
PL_78_0360,С.-Петербург и Ленинградская область,LTE-1800,БС,2021-06-11,2021,МР Северо-Запад
PL_78_0361,С.-Петербург и Ленинградская область,GSM-900,БС,2021-06-25,2021,МР Северо-Запад
PL_78_0361,С.-Петербург и Ленинградская область,UMTS-900,БС,2021-06-25,2021,МР Северо-Запад
PL_78_0361,С.-Петербург и Ленинградская область,UMTS-2100,БС,2021-06-25,2021,МР Северо-Запад
PL_78_0361,С.-Петербург и Ленинградская область,LTE-1800,БС,2021-06-25,2021,МР Северо-Запад
PL_78_0362,С.-Петербург и Ленинградская область,GSM-900,БС,2021-04-09,2021,МР Северо-Запад
PL_78_0362,С.-Петербург и Ленинградская область,UMTS-900,БС,2021-04-09,2021,МР Северо-Запад
PL_78_0362,С.-Петербург и Ленинградская область,UMTS-2100,БС,2021-04-09,2021,МР Северо-Запад
PL_78_0362,С.-Петербург и Ленинградская область,LTE-1800,БС,2021-04-09,2021,МР Северо-Запад
PL_78_0363,С.-Петербург и Ленинградская область,GSM-900,БС,2021-04-02,2021,МР Северо-Запад
PL_78_0363,С.-Петербург и Ленинградская область,UMTS-900,БС,2021-04-02,2021,МР Северо-Запад
PL_78_0363,С.-Петербург и Ленинградская область,UMTS-2100,БС,2021-04-02,2021,МР Северо-Запад
PL_78_0363,С.-Петербург и Ленинградская область,LTE-1800,БС,2021-04-02,2021,МР Северо-Запад
PL_78_0364,С.-Петербург и Ленинградская область,GSM-900,БС,2021-04-02,2021,МР Северо-Запад
PL_78_0364,С.-Петербург и Ленинградская область,UMTS-900,БС,2021-04-02,2021,МР Северо-Запад
PL_78_0364,С.-Петербург и Ленинградская область,UMTS-2100,БС,2021-04-02,2021,МР Северо-Запад
PL_78_0364,С.-Петербург и Ленинградская область,LTE-1800,БС,2021-04-02,2021,МР Северо-Запад
PL_78_0365,С.-Петербург и Ленинградская область,GSM-900,БС,2021-03-01,2021,МР Северо-Запад
PL_78_0365,С.-Петербург и Ленинградская область,UMTS-900,БС,2021-03-01,2021,МР Северо-Запад
PL_78_0365,С.-Петербург и Ленинградская область,UMTS-2100,БС,2021-03-01,2021,МР Северо-Запад
PL_78_0365,С.-Петербург и Ленинградская область,LTE-1800,БС,2021-03-01,2021,МР Северо-Запад
PL_78_0366,С.-Петербург и Ленинградская область,GSM-900,БС,2021-04-16,2021,МР Северо-Запад
PL_78_0366,С.-Петербург и Ленинградская область,UMTS-900,БС,2021-04-16,2021,МР Северо-Запад
PL_78_0366,С.-Петербург и Ленинградская область,UMTS-2100,БС,2021-04-16,2021,МР Северо-Запад
PL_78_0366,С.-Петербург и Ленинградская область,LTE-1800,БС,2021-04-16,2021,МР Северо-Запад
PL_78_0367,С.-Петербург и Ленинградская область,GSM-900,БС,2021-03-01,2021,МР Северо-Запад
PL_78_0367,С.-Петербург и Ленинградская область,UMTS-2100,БС,2021-03-01,2021,МР Северо-Запад
PL_78_0367,С.-Петербург и Ленинградская область,LTE-1800,БС,2021-03-01,2021,МР Северо-Запад
PL_78_0368,С.-Петербург и Ленинградская область,GSM-900,БС,2021-03-01,2021,МР Северо-Запад
PL_78_0368,С.-Петербург и Ленинградская область,UMTS-900,БС,2021-03-01,2021,МР Северо-Запад
PL_78_0368,С.-Петербург и Ленинградская область,UMTS-2100,БС,2021-03-01,2021,МР Северо-Запад
PL_78_0368,С.-Петербург и Ленинградская область,LTE-1800,БС,2021-03-01,2021,МР Северо-Запад
PL_78_0369,С.-Петербург и Ленинградская область,GSM-900,БС,2021-03-01,2021,МР Северо-Запад
PL_78_0369,С.-Петербург и Ленинградская область,UMTS-900,БС,2021-03-01,2021,МР Северо-Запад
PL_78_0369,С.-Петербург и Ленинградская область,UMTS-2100,БС,2021-03-01,2021,МР Северо-Запад
PL_78_0369,С.-Петербург и Ленинградская область,LTE-1800,БС,2021-03-01,2021,МР Северо-Запад
PL_78_0370,С.-Петербург и Ленинградская область,GSM-900,БС,2021-06-25,2021,МР Северо-Запад
PL_78_0370,С.-Петербург и Ленинградская область,UMTS-900,БС,2021-06-25,2021,МР Северо-Запад
PL_78_0370,С.-Петербург и Ленинградская область,UMTS-2100,БС,2021-06-25,2021,МР Северо-Запад
PL_78_0370,С.-Петербург и Ленинградская область,LTE-1800,БС,2021-06-25,2021,МР Северо-Запад
PL_78_0372,С.-Петербург и Ленинградская область,GSM-900,БС,2021-05-07,2021,МР Северо-Запад
PL_78_0372,С.-Петербург и Ленинградская область,UMTS-900,БС,2021-05-07,2021,МР Северо-Запад
PL_78_0372,С.-Петербург и Ленинградская область,UMTS-2100,БС,2021-05-07,2021,МР Северо-Запад
PL_78_0372,С.-Петербург и Ленинградская область,LTE-1800,БС,2021-05-07,2021,МР Северо-Запад
PL_78_0372,С.-Петербург и Ленинградская область,LTE-2600,БС,2021-05-07,2021,МР Северо-Запад
PL_78_0374,С.-Петербург и Ленинградская область,GSM-900,БС,2021-05-21,2021,МР Северо-Запад
PL_78_0374,С.-Петербург и Ленинградская область,UMTS-900,БС,2021-05-21,2021,МР Северо-Запад
PL_78_0374,С.-Петербург и Ленинградская область,UMTS-2100,БС,2021-05-21,2021,МР Северо-Запад
PL_78_0374,С.-Петербург и Ленинградская область,LTE-1800,БС,2021-05-21,2021,МР Северо-Запад
PL_78_0375,С.-Петербург и Ленинградская область,GSM-900,БС,2021-05-21,2021,МР Северо-Запад
PL_78_0375,С.-Петербург и Ленинградская область,UMTS-900,БС,2021-05-21,2021,МР Северо-Запад
PL_78_0375,С.-Петербург и Ленинградская область,UMTS-2100,БС,2021-05-21,2021,МР Северо-Запад
PL_78_0375,С.-Петербург и Ленинградская область,LTE-800,БС,2021-05-21,2021,МР Северо-Запад
PL_78_0375,С.-Петербург и Ленинградская область,LTE-1800,БС,2021-05-21,2021,МР Северо-Запад
PL_78_0376,С.-Петербург и Ленинградская область,GSM-900,БС,2021-05-21,2021,МР Северо-Запад
PL_78_0376,С.-Петербург и Ленинградская область,UMTS-900,БС,2021-05-21,2021,МР Северо-Запад
PL_78_0376,С.-Петербург и Ленинградская область,UMTS-2100,БС,2021-05-21,2021,МР Северо-Запад
PL_78_0376,С.-Петербург и Ленинградская область,LTE-1800,БС,2021-05-21,2021,МР Северо-Запад
PL_78_0377,С.-Петербург и Ленинградская область,GSM-900,БС,2021-05-28,2021,МР Северо-Запад
PL_78_0377,С.-Петербург и Ленинградская область,UMTS-900,БС,2021-05-28,2021,МР Северо-Запад
PL_78_0377,С.-Петербург и Ленинградская область,UMTS-2100,БС,2021-05-28,2021,МР Северо-Запад
PL_78_0377,С.-Петербург и Ленинградская область,LTE-1800,БС,2021-05-28,2021,МР Северо-Запад
