Дата создания заказа,Дата утверждения заказа,Номер контракта,Номер строки в заказе/релизе,Код позиции ЕНС,Наименование позиции ЕНС,Единица измерения,Заказанное количество,Полученное количество,В пути,Длина,Ширина,Высота,Объём,Общий объём,Организация-получатель,Дата исполнения заказа/договора
2021-09-29,2021-10-18,D1003239_15(17),109,244.022.000029,"Сборка Huawei кабельная медная 50м, RJ-45-RJ-45, Outdoor",штука,6,0,6,",1",",34",",34",",01156",",06936",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),110,244.022.000030,"Сборка Huawei кабельная медная 75м, RJ-45-RJ-45, Outdoor",штука,1,0,1,",385",",355",",1",",0136675",",0136675",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),111,161.346.000100,"Блок внешний РРЛ Huawei RTN 380AX, 80ГГц, 3Гбит/с, 750МГц, PoE and DC, Config.2, High",штука,53,0,53,",1",",38",",58",",02204","1,16812",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),112,161.346.000099,"Блок внешний РРЛ Huawei RTN 380AX, 80Ггц, 3Гбит/с, 750Мгц, PoE and DC, Config.2, Low",штука,53,0,53,",1",",38",",58",",02204","1,16812",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),113,157.346.000096,Антенна РРЛ Huawei 80Ггц 0.2м HP Single (A80S02HAC),штука,17,0,17,",46",",23",",456",",0482448",",8201616",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),114,157.346.000097,Антенна РРЛ Huawei 80ГГц 0.3м UHP Single (A80S03MAC-3NX),штука,89,0,89,",25",",46",",48",",0552","4,9128",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),116,160.346.000040,"Блок внутренний IDU Huawei RTN 905 2E, 1+0, Конфигурации 2.1A (IP)",штука,10,0,10,",6",",4",",18",",0432",",432",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),117,160.346.000041,"Блок внутренний IDU Huawei RTN 910AF, 2хGE RJ45, 4х10GE SFP+, 16хE1, 2хIF IDU, Конфигурация 3.1A (IP)",штука,2,0,2,",58",",38",",16",",035264",",070528",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),118,161.346.000115,"Радиоблок внешний ODU Huawei RTN XMC-3 38ГГц, 1260МГц, SB A, High",штука,23,0,23,",38",",28",",1",",01064",",24472",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),119,161.346.000116,"Радиоблок внешний ODU Huawei RTN XMC-3 38ГГц, 1260МГц, SB A, Low",штука,23,0,23,",38",",28",",1",",01064",",24472",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),120,161.346.000118,"Радиоблок внешний ODU Huawei RTN XMC-3 38ГГц, 1260МГц, SB B, Low",штука,21,0,21,",28",",37",",11",",011396",",239316",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),121,161.346.000117,"Радиоблок внешний ODU Huawei RTN XMC-3 38ГГц, 1260МГц, SB B, High",штука,21,0,21,",28",",37",",11",",011396",",239316",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),122,157.346.000107,Антенна РРЛ Huawei 38Ггц 0.3м UHP Single (A38S03MAC-3NX),штука,86,0,86,",53",",43",",21",",047859","4,115874",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),123,157.346.000108,Антенна РРЛ Huawei 38Ггц 0.6м UHP Single (A38S06MAC-3NX),штука,2,0,2,",7",",79",",35",",19355",",3871",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),124,249.022.000011,"Приемопередатчик оптический (eSFP, 1310нм, 1.25Гб/c, -9дБм..-3дБм, -20дБм, LC, одномодовый,10км), eSFP-1310нм-1000Base-Lx SM",штука,282,0,282,",07",",04",",02",",000056",",015792",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),125,181.346.000357,"Модуль оптический Huawei eSFP kit for GE or 1.25G CPRI, 10км, SM",штука,300,0,300,",04",",14",",17",",000952",",2856",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),126,239.022.000060,"Кабель питания Huawei 2х2.5мм2, black, LSZH, Outdoor",Метр,5300,0,5300,",0683",",0683",",0341",",000159072749",",8430855697",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),127,181.022.000001,Разъем питания Huawei для RTN 380 Power connector (SLEPWPRCK1),штука,110,0,110,",38",",1",",23",",00874",",9614",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),128,244.022.000028,"Сборка Huawei кабельная медная 30м, RJ-45-RJ-45, Outdoor",штука,46,0,46,",032",",022",",043",",00003027",",00139242",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),129,244.022.000029,"Сборка Huawei кабельная медная 50м, RJ-45-RJ-45, Outdoor",штука,69,0,69,",1",",34",",34",",01156",",79764",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),130,244.022.000030,"Сборка Huawei кабельная медная 75м, RJ-45-RJ-45, Outdoor",штука,39,0,39,",385",",355",",1",",0136675",",5330325",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),131,242.346.001015,"Кабель витая пара Huawei SFTP CAT 5E, 0.53мм, 24AWG, 4Pairs, Black, Outdoor",Метр,3900,0,3900,1,",004",",004",",000016",",0624",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),132,161.346.000102,"Блок внешний РРЛ Huawei RTN 380AX, 80Ггц, 10Гбит/с, 750Мгц, PoE and DC, Config.3, High",штука,2,0,2,",39",",17",",59",",039117",",078234",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),133,161.346.000101,"Блок внешний РРЛ Huawei RTN 380AX, 80Ггц, 10Гбит/с, 750Мгц, PoE and DC, Config.3, Low",штука,2,0,2,",39",",17",",59",",039117",",078234",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),134,157.346.000096,Антенна РРЛ Huawei 80Ггц 0.2м HP Single (A80S02HAC),штука,2,0,2,",46",",23",",456",",0482448",",0964896",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),135,157.346.000097,Антенна РРЛ Huawei 80ГГц 0.3м UHP Single (A80S03MAC-3NX),штука,2,0,2,",25",",46",",48",",0552",",1104",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),136,249.022.000011,"Приемопередатчик оптический (eSFP, 1310нм, 1.25Гб/c, -9дБм..-3дБм, -20дБм, LC, одномодовый,10км), eSFP-1310нм-1000Base-Lx SM",штука,8,0,8,",07",",04",",02",",000056",",000448",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),137,181.346.000357,"Модуль оптический Huawei eSFP kit for GE or 1.25G CPRI, 10км, SM",штука,8,0,8,",04",",14",",17",",000952",",007616",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),138,239.022.000060,"Кабель питания Huawei 2х2.5мм2, black, LSZH, Outdoor",Метр,200,0,200,",0683",",0683",",0341",",000159072749",",0318145498",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),139,181.022.000001,Разъем питания Huawei для RTN 380 Power connector (SLEPWPRCK1),штука,6,0,6,",38",",1",",23",",00874",",05244",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),140,244.022.000028,"Сборка Huawei кабельная медная 30м, RJ-45-RJ-45, Outdoor",штука,4,0,4,",032",",022",",043",",00003027",",00012108",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),141,244.022.000029,"Сборка Huawei кабельная медная 50м, RJ-45-RJ-45, Outdoor",штука,4,0,4,",1",",34",",34",",01156",",04624",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),142,161.346.000102,"Блок внешний РРЛ Huawei RTN 380AX, 80Ггц, 10Гбит/с, 750Мгц, PoE and DC, Config.3, High",штука,34,0,34,",39",",17",",59",",039117","1,329978",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),143,161.346.000101,"Блок внешний РРЛ Huawei RTN 380AX, 80Ггц, 10Гбит/с, 750Мгц, PoE and DC, Config.3, Low",штука,34,0,34,",39",",17",",59",",039117","1,329978",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),144,157.346.000096,Антенна РРЛ Huawei 80Ггц 0.2м HP Single (A80S02HAC),штука,6,0,6,",46",",23",",456",",0482448",",2894688",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),145,157.346.000097,Антенна РРЛ Huawei 80ГГц 0.3м UHP Single (A80S03MAC-3NX),штука,17,0,17,",25",",46",",48",",0552",",9384",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),146,157.346.000098,Антенна РРЛ Huawei 80Ггц 0.6м UHP Single (A80S06MAC-3NX),штука,45,0,45,",4",",7",",7",",196","8,82",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),147,249.022.000011,"Приемопередатчик оптический (eSFP, 1310нм, 1.25Гб/c, -9дБм..-3дБм, -20дБм, LC, одномодовый,10км), eSFP-1310нм-1000Base-Lx SM",штука,68,0,68,",07",",04",",02",",000056",",003808",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),148,181.346.000357,"Модуль оптический Huawei eSFP kit for GE or 1.25G CPRI, 10км, SM",штука,68,0,68,",04",",14",",17",",000952",",064736",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),149,189.022.001652,"Модуль оптический SFP+, 1310нм, 10.3125Гбит/с, -8.2-0.5дБм, -14.4дБм, LC, SM, 10км Huawei OSX010N09",штука,68,0,68,",1",",1",",000448",",00000448",",00030464",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),150,239.022.000060,"Кабель питания Huawei 2х2.5мм2, black, LSZH, Outdoor",Метр,3400,0,3400,",0683",",0683",",0341",",000159072749",",5408473466",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),151,181.022.000001,Разъем питания Huawei для RTN 380 Power connector (SLEPWPRCK1),штука,72,0,72,",38",",1",",23",",00874",",62928",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),152,244.022.000028,"Сборка Huawei кабельная медная 30м, RJ-45-RJ-45, Outdoor",штука,14,0,14,",032",",022",",043",",00003027",",00042378",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),153,244.022.000029,"Сборка Huawei кабельная медная 50м, RJ-45-RJ-45, Outdoor",штука,18,0,18,",1",",34",",34",",01156",",20808",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),154,244.022.000030,"Сборка Huawei кабельная медная 75м, RJ-45-RJ-45, Outdoor",штука,14,0,14,",385",",355",",1",",0136675",",191345",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),155,242.346.001015,"Кабель витая пара Huawei SFTP CAT 5E, 0.53мм, 24AWG, 4Pairs, Black, Outdoor",Метр,2600,0,2600,1,",004",",004",",000016",",0416",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),156,161.346.000102,"Блок внешний РРЛ Huawei RTN 380AX, 80Ггц, 10Гбит/с, 750Мгц, PoE and DC, Config.3, High",штука,2,0,2,",39",",17",",59",",039117",",078234",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),157,161.346.000101,"Блок внешний РРЛ Huawei RTN 380AX, 80Ггц, 10Гбит/с, 750Мгц, PoE and DC, Config.3, Low",штука,2,0,2,",39",",17",",59",",039117",",078234",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),158,157.346.000097,Антенна РРЛ Huawei 80ГГц 0.3м UHP Single (A80S03MAC-3NX),штука,3,0,3,",25",",46",",48",",0552",",1656",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),159,157.346.000098,Антенна РРЛ Huawei 80Ггц 0.6м UHP Single (A80S06MAC-3NX),штука,1,0,1,",4",",7",",7",",196",",196",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),160,249.022.000011,"Приемопередатчик оптический (eSFP, 1310нм, 1.25Гб/c, -9дБм..-3дБм, -20дБм, LC, одномодовый,10км), eSFP-1310нм-1000Base-Lx SM",штука,4,0,4,",07",",04",",02",",000056",",000224",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),161,181.346.000357,"Модуль оптический Huawei eSFP kit for GE or 1.25G CPRI, 10км, SM",штука,4,0,4,",04",",14",",17",",000952",",003808",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),162,189.022.001652,"Модуль оптический SFP+, 1310нм, 10.3125Гбит/с, -8.2-0.5дБм, -14.4дБм, LC, SM, 10км Huawei OSX010N09",штука,4,0,4,",1",",1",",000448",",00000448",",00001792",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),163,239.022.000060,"Кабель питания Huawei 2х2.5мм2, black, LSZH, Outdoor",Метр,200,0,200,",0683",",0683",",0341",",000159072749",",0318145498",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),164,181.022.000001,Разъем питания Huawei для RTN 380 Power connector (SLEPWPRCK1),штука,4,0,4,",38",",1",",23",",00874",",03496",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),165,244.022.000028,"Сборка Huawei кабельная медная 30м, RJ-45-RJ-45, Outdoor",штука,2,0,2,",032",",022",",043",",00003027",",00006054",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),166,244.022.000029,"Сборка Huawei кабельная медная 50м, RJ-45-RJ-45, Outdoor",штука,2,0,2,",1",",34",",34",",01156",",02312",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),167,160.346.000044,"Блок внутренний РРЛ IDU Huawei RTN 905 2E, 2хGE(RJ45), 2хGE(RJ45/Power over Ethernet), 2хGE(SFP), 16хE1, 2хSTM-1(SFP), 2хCombo Port, 2хIF IDU Unit -48В DC, Installation Materials (SLDMSITE07)",штука,3,0,3,",5",",5",",5",",125",",375",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),168,249.022.000011,"Приемопередатчик оптический (eSFP, 1310нм, 1.25Гб/c, -9дБм..-3дБм, -20дБм, LC, одномодовый,10км), eSFP-1310нм-1000Base-Lx SM",штука,6,0,6,",07",",04",",02",",000056",",000336",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),169,161.346.000100,"Блок внешний РРЛ Huawei RTN 380AX, 80ГГц, 3Гбит/с, 750МГц, PoE and DC, Config.2, High",штука,3,0,3,",1",",38",",58",",02204",",06612",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),170,161.346.000099,"Блок внешний РРЛ Huawei RTN 380AX, 80Ггц, 3Гбит/с, 750Мгц, PoE and DC, Config.2, Low",штука,3,0,3,",1",",38",",58",",02204",",06612",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),171,157.346.000097,Антенна РРЛ Huawei 80ГГц 0.3м UHP Single (A80S03MAC-3NX),штука,2,0,2,",25",",46",",48",",0552",",1104",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),172,157.346.000098,Антенна РРЛ Huawei 80Ггц 0.6м UHP Single (A80S06MAC-3NX),штука,4,0,4,",4",",7",",7",",196",",784",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),174,249.022.000011,"Приемопередатчик оптический (eSFP, 1310нм, 1.25Гб/c, -9дБм..-3дБм, -20дБм, LC, одномодовый,10км), eSFP-1310нм-1000Base-Lx SM",штука,4,0,4,",07",",04",",02",",000056",",000224",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),175,160.346.000047,"Радиоблок РРЛ ODU Huawei с разнесенным приемом Function Module, RTN XMC-LH 7G, SD, Low (R070000SLA)",штука,2,0,2,",5",",5",",5",,,304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),176,160.346.000048,"Радиоблок РРЛ ODU Huawei с разнесенным приемом Function Module, RTN XMC-LH 7G, SD, High(R070000SHA)",штука,2,0,2,",5",",5",",5",",125",",25",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),177,160.346.000049,"Радиоблок внешний РРЛ ODU Huawei с разнесенным приемом Function Module, RTN XMC-LH 8G, SD, Low (R080000SLA)",штука,2,0,2,",5",",5",",5",",125",",25",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),178,160.346.000050,"Радиоблок внешний РРЛ ODU Huawei с разнесенным приемом Function Module, RTN XMC-LH 8G, SD, High (R080000SHA)",штука,2,0,2,",5",",5",",5",",125",",25",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),179,181.022.000027,"Фильтр-сумматор РРЛ Huawei Microwave electric Accessory, OBM, 7&8G, SD, 2chs, with English doc (OB7WS2)",штука,4,0,4,",5",",5",",5",,,304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),180,157.346.000149,"Антенна РРЛ Huawei A7WD12MS-3NX 7W, 1.2м, UHP-M, Dual Pol, отдельное крепление",штука,2,0,2,"1,2","1,2",",5",",72","1,44",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),181,157.346.000150,"Антенна РРЛ Huawei A7WD18MS-3NX 7W, 1.8м, UHP-M, Dual Pol, отдельное крепление (A7WD18MS-3NX)",штука,2,0,2,"1,8","1,8",",8","2,592","5,184",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),182,181.022.000016,"Гибкий волновод РРЛ Huawei 7/8ГГц Microwave Accessory, Flexible Waveguide, 0.9м, PBR84 (AF0CBA000)",штука,4,0,4,",6",",5",",2",",06",",24",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),183,181.022.000026,"Гибкий волновод РРЛ Huawei 7/8ГГц , 1.8м, PBR84 (AF0CBC00)",штука,4,0,4,",5",",5",",5",",125",",5",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),184,181.022.000025,"Прокладка гидроизолирующая Huawei Flange на волновод 7/8G, UBR84/UBR84, with English doc (B910003195)",штука,4,0,4,",5",",5",",5",",125",",5",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),185,181.022.000018,"Кабель Huawei для контроля уровня сигнала при юстировки Signal Cable, RSSI Test Cable, 20м, RC2SM(S)-II, 2хSYV75-2/0.34(S), 2хBNC75SM-III (SLHCRSSI20)",штука,2,0,2,",24",",22",",05",",00264",",00528",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),186,238.022.000060,Кабель коаксиальный для РРЛ Huawei 1/2 RG-8U,Метр,796,0,796,",063",",062",",051",",000199174",",158542504",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),187,169.022.000118,Патч-корд оптический LC/PC-LC/PC SM G652D (2мм 10м) (SS-OP-D-LC-S-10),штука,8,0,8,",1",",1",",01",",0001",",0008",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),188,241.022.000048,Кабель 100Ом категория 5e UTP 0.51мм 24AWG 8Cores PANTONE 430U (C0000FE00),Метр,40,0,40,",3",",3",",15",",0000675",",0027",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),189,249.022.000011,"Приемопередатчик оптический (eSFP, 1310нм, 1.25Гб/c, -9дБм..-3дБм, -20дБм, LC, одномодовый,10км), eSFP-1310нм-1000Base-Lx SM",штука,6,0,6,",07",",04",",02",",000056",",000336",304,21.12.2021
2021-09-29,2021-10-18,D1003239_15(17),190,181.346.000357,"Модуль оптический Huawei eSFP kit for GE or 1.25G CPRI, 10км, SM",штука,12,0,12,",04",",14",",17",",000952",",011424",304,21.12.2021
