№ Площадки,Регион,Площадка,Тип БС,Диапазон,"Дата ТЭ 
(ЧЧ.ММ.ГГ)","Год 
плана",exМР
PL_59_510,Пермский край,CS,БС,LTE-2600-TDD,2021-06-01,2021,МР Урал
PL_59_517,Пермский край,CS,БС,LTE-2600-TDD,2021-03-11,2021,МР Урал
PL_59_523,Пермский край,CS,БС,LTE-2600-TDD,2021-02-03,2021,МР Урал
PL_59_631,Пермский край,CS,БС,LTE-2600-TDD,2021-06-15,2021,МР Урал
PL_59_634,Пермский край,CS,БС,LTE-2600-TDD,2021-06-21,2021,МР Урал
PL_59_653,Пермский край,CS,БС,LTE-2600-TDD,2021-02-06,2021,МР Урал
PL_59_656,Пермский край,CS,БС,LTE-2600-TDD,2021-02-10,2021,МР Урал
PL_59_657,Пермский край,CS,БС,LTE-2600-TDD,2021-06-27,2021,МР Урал
PL_59_668,Пермский край,CS,БС,LTE-2600-TDD,2021-11-23,2021,МР Урал
PL_59_685,Пермский край,CS,БС,LTE-2600-TDD,2021-02-09,2021,МР Урал
PL_59_712,Пермский край,CS,БС,LTE-2600-TDD,2021-10-24,2021,МР Урал
PL_59_819,Пермский край,CS,БС,LTE-2600-TDD,2021-05-13,2021,МР Урал
PL_59_827,Пермский край,CS,БС,LTE-2600-TDD,2021-04-25,2021,МР Урал
PL_59_847,Пермский край,CS,БС,LTE-2600-TDD,2021-04-20,2021,МР Урал
PL_59_01048,Пермский край,CS,БС,LTE-2600-TDD,2021-11-30,2021,МР Урал
PL_60_0003,Псковская область,CS,БС,LTE-2600-TDD,2021-05-30,2021,МР Северо-Запад
PL_60_0005,Псковская область,CS,БС,LTE-2600-TDD,2021-06-03,2021,МР Северо-Запад
PL_60_0006,Псковская область,CS,БС,LTE-2600-TDD,2021-05-23,2021,МР Северо-Запад
PL_60_0007,Псковская область,CS,БС,LTE-2600-TDD,2021-05-22,2021,МР Северо-Запад
PL_60_00073,Псковская область,CS,БС,LTE-2600,2021-05-27,2021,МР Северо-Запад
PL_60_00073,Псковская область,CS,БС,LTE-2600-TDD,2021-05-27,2021,МР Северо-Запад
PL_60_0008,Псковская область,CS,БС,LTE-2600-TDD,2021-05-13,2021,МР Северо-Запад
PL_60_00082,Псковская область,CS,БС,LTE-2600-TDD,2021-05-25,2021,МР Северо-Запад
PL_60_00083,Псковская область,CS,БС,LTE-2600,2021-05-11,2021,МР Северо-Запад
PL_60_0009,Псковская область,CS,БС,LTE-2600-TDD,2021-05-22,2021,МР Северо-Запад
PL_60_00090,Псковская область,GF,БС,LTE-2600,2021-06-01,2021,МР Северо-Запад
PL_60_00090,Псковская область,GF,БС,LTE-1800,2021-06-01,2021,МР Северо-Запад
PL_60_00090,Псковская область,GF,БС,NI-1800,2021-06-01,2021,МР Северо-Запад
PL_60_0013,Псковская область,CS,БС,LTE-2600-TDD,2021-05-01,2021,МР Северо-Запад
PL_60_00132,Псковская область,GF,БС,LTE-1800,2021-06-27,2021,МР Северо-Запад
PL_60_00132,Псковская область,GF,БС,NI-1800,2021-06-27,2021,МР Северо-Запад
PL_60_00142,Псковская область,GF,БС,GSM-900,2021-05-25,2021,МР Северо-Запад
PL_60_00142,Псковская область,GF,БС,LTE-1800,2021-05-25,2021,МР Северо-Запад
PL_60_00142,Псковская область,GF,БС,NI-1800,2021-05-25,2021,МР Северо-Запад
PL_60_00150,Псковская область,GF,БС,LTE-1800,2021-06-27,2021,МР Северо-Запад
PL_60_00150,Псковская область,GF,БС,NI-1800,2021-06-27,2021,МР Северо-Запад
PL_60_00155,Псковская область,GF,БС,LTE-1800,2021-06-27,2021,МР Северо-Запад
PL_60_00155,Псковская область,GF,БС,LTE-2600,2021-06-27,2021,МР Северо-Запад
PL_60_00155,Псковская область,GF,БС,NI-1800,2021-06-27,2021,МР Северо-Запад
PL_60_00157,Псковская область,GF,БС,GSM-900,2021-05-15,2021,МР Северо-Запад
PL_60_00157,Псковская область,GF,БС,LTE-1800,2021-05-15,2021,МР Северо-Запад
PL_60_00157,Псковская область,GF,БС,NI-1800,2021-05-15,2021,МР Северо-Запад
PL_60_00158,Псковская область,GF,БС,LTE-1800,2021-06-27,2021,МР Северо-Запад
PL_60_00158,Псковская область,GF,БС,LTE-2600,2021-06-27,2021,МР Северо-Запад
PL_60_00158,Псковская область,GF,БС,NI-1800,2021-06-27,2021,МР Северо-Запад
PL_60_0016,Псковская область,CS,БС,LTE-2600-TDD,2021-05-27,2021,МР Северо-Запад
PL_60_0017,Псковская область,CS,БС,LTE-2600-TDD,2021-05-30,2021,МР Северо-Запад
PL_60_0018,Псковская область,CS,БС,LTE-2600-TDD,2021-05-27,2021,МР Северо-Запад
PL_60_0020,Псковская область,CS,БС,LTE-2600-TDD,2021-05-23,2021,МР Северо-Запад
PL_60_0021,Псковская область,CS,БС,LTE-2600-TDD,2021-05-28,2021,МР Северо-Запад
PL_60_0023,Псковская область,CS,БС,LTE-2600-TDD,2021-05-16,2021,МР Северо-Запад
PL_60_0027,Псковская область,CS,БС,LTE-2600-TDD,2021-05-09,2021,МР Северо-Запад
PL_60_0032,Псковская область,CS,БС,LTE-2600-TDD,2021-05-01,2021,МР Северо-Запад
PL_60_0041,Псковская область,CS,БС,LTE-2600-TDD,2021-05-10,2021,МР Северо-Запад
PL_60_0042,Псковская область,CS,БС,LTE-2600-TDD,2021-04-03,2021,МР Северо-Запад
PL_60_00437,Псковская область,GF,БС,LTE-1800,2021-02-21,2021,МР Северо-Запад
PL_60_00437,Псковская область,GF,БС,NI-1800,2021-02-21,2021,МР Северо-Запад
PL_60_0048,Псковская область,CS,БС,LTE-2600-TDD,2021-05-10,2021,МР Северо-Запад
PL_60_00495,Псковская область,GF,БС,LTE-1800,2021-04-01,2021,МР Северо-Запад
PL_60_00495,Псковская область,GF,БС,NI-1800,2021-04-01,2021,МР Северо-Запад
PL_60_00497,Псковская область,GF,БС,LTE-1800,2021-03-11,2021,МР Северо-Запад
PL_60_00497,Псковская область,GF,БС,NI-1800,2021-03-11,2021,МР Северо-Запад
PL_60_0050,Псковская область,CS,БС,LTE-2600-TDD,2021-05-10,2021,МР Северо-Запад
PL_60_00520,Псковская область,GF,БС,LTE-1800,2021-05-30,2021,МР Северо-Запад
PL_60_00520,Псковская область,GF,БС,NI-1800,2021-05-30,2021,МР Северо-Запад
PL_60_0055,Псковская область,CS,БС,LTE-2600-TDD,2021-05-24,2021,МР Северо-Запад
PL_60_0056,Псковская область,CS,БС,LTE-2600-TDD,2021-05-24,2021,МР Северо-Запад
PL_60_0059,Псковская область,CS,БС,LTE-2600-TDD,2021-06-27,2021,МР Северо-Запад
PL_60_0060,Псковская область,CS,БС,LTE-2600-TDD,2021-05-06,2021,МР Северо-Запад
PL_60_0062,Псковская область,CS,БС,NI-1800,2021-04-01,2021,МР Северо-Запад
PL_60_00623,Псковская область,CS,БС,LTE-2600,2021-06-27,2021,МР Северо-Запад
PL_60_0063,Псковская область,CS,БС,LTE-2600-TDD,2021-05-30,2021,МР Северо-Запад
PL_60_0066,Псковская область,CS,БС,LTE-2600-TDD,2021-05-17,2021,МР Северо-Запад
PL_60_0071,Псковская область,CS,БС,LTE-2600-TDD,2021-05-30,2021,МР Северо-Запад
PL_60_00820,Псковская область,GF,БС,LTE-1800,2021-04-25,2021,МР Северо-Запад
PL_60_00820,Псковская область,GF,БС,NI-1800,2021-04-25,2021,МР Северо-Запад
PL_60_0105,Псковская область,CS,БС,NI-1800,2021-05-15,2021,МР Северо-Запад
PL_60_0107,Псковская область,CS,БС,LTE-2600-TDD,2021-06-02,2021,МР Северо-Запад
PL_60_0108,Псковская область,CS,БС,LTE-2600-TDD,2021-05-30,2021,МР Северо-Запад
PL_60_0125,Псковская область,CS,БС,LTE-2600-TDD,2021-05-29,2021,МР Северо-Запад
PL_60_0134,Псковская область,CS,БС,NI-1800,2021-06-30,2021,МР Северо-Запад
PL_60_0134,Псковская область,CS,БС,LTE-1800,2021-06-30,2021,МР Северо-Запад
PL_60_0136,Псковская область,CS,БС,LTE-2600-TDD,2021-06-15,2021,МР Северо-Запад
PL_60_0145,Псковская область,CS,БС,LTE-2600-TDD,2021-05-30,2021,МР Северо-Запад
PL_60_0200,Псковская область,CS,БС,LTE-2600,2021-06-27,2021,МР Северо-Запад
PL_60_0204,Псковская область,CS,БС,LTE-2600,2021-12-07,2021,МР Северо-Запад
PL_60_0207,Псковская область,CS,БС,LTE-2600-TDD,2021-05-18,2021,МР Северо-Запад
PL_60_0209,Псковская область,CS,БС,LTE-2600-TDD,2021-06-05,2021,МР Северо-Запад
PL_60_0321,Псковская область,CS,БС,LTE-2600-TDD,2021-10-09,2021,МР Северо-Запад
PL_60_0400,Псковская область,CS,БС,LTE-2600-TDD,2021-06-03,2021,МР Северо-Запад
PL_60_0405,Псковская область,CS,БС,LTE-2600,2021-04-17,2021,МР Северо-Запад
PL_60_0421,Псковская область,CS,БС,LTE-2600-TDD,2021-07-30,2021,МР Северо-Запад
PL_60_0423,Псковская область,CS,БС,LTE-2600-TDD,2021-07-20,2021,МР Северо-Запад
PL_60_0505,Псковская область,CS,БС,LTE-2600,2021-06-27,2021,МР Северо-Запад
PL_60_0519,Псковская область,CS,БС,NI-1800,2021-06-25,2021,МР Северо-Запад
PL_60_0519,Псковская область,CS,БС,LTE-1800,2021-06-25,2021,МР Северо-Запад
PL_60_0600,Псковская область,CS,БС,LTE-2600-TDD,2021-06-27,2021,МР Северо-Запад
PL_60_0618,Псковская область,CS,БС,LTE-2600-TDD,2021-06-27,2021,МР Северо-Запад
PL_60_0702,Псковская область,CS,БС,LTE-2600,2021-04-30,2021,МР Северо-Запад
PL_60_0705,Псковская область,CS,БС,LTE-2600-TDD,2021-08-10,2021,МР Северо-Запад
PL_60_0708,Псковская область,CS,БС,LTE-2600-TDD,2021-06-30,2021,МР Северо-Запад
PL_60_0720,Псковская область,CS,БС,LTE-2600,2021-04-21,2021,МР Северо-Запад
PL_60_0803,Псковская область,CS,БС,LTE-2600-TDD,2021-06-27,2021,МР Северо-Запад
PL_60_0808,Псковская область,CS,БС,LTE-2600,2021-06-27,2021,МР Северо-Запад
PL_60_0808,Псковская область,CS,БС,LTE-2600-TDD,2021-06-27,2021,МР Северо-Запад
PL_60_0812,Псковская область,CS,БС,LTE-2600-TDD,2021-06-27,2021,МР Северо-Запад
PL_10_00057,Республика Карелия,CS,БС,NI-1800,2021-12-31,2021,МР Северо-Запад
PL_10_00075,Республика Карелия,CS,БС,LTE-2600,2021-06-27,2021,МР Северо-Запад
PL_10_00075,Республика Карелия,CS,БС,LTE-2600-TDD,2021-06-27,2021,МР Северо-Запад
PL_10_00085,Республика Карелия,CS,БС,LTE-2600,2021-03-10,2021,МР Северо-Запад
PL_10_00088,Республика Карелия,CS,БС,LTE-2600-TDD,2021-06-27,2021,МР Северо-Запад
PL_10_00099,Республика Карелия,GF,БС,LTE-1800,2021-06-27,2021,МР Северо-Запад
PL_10_00099,Республика Карелия,GF,БС,LTE-2600,2021-06-27,2021,МР Северо-Запад
PL_10_00099,Республика Карелия,GF,БС,LTE-2600-TDD,2021-06-27,2021,МР Северо-Запад
PL_10_00099,Республика Карелия,GF,БС,NI-1800,2021-06-27,2021,МР Северо-Запад
PL_10_00114,Республика Карелия,GF,БС,LTE-1800,2021-11-20,2021,МР Северо-Запад
PL_10_00114,Республика Карелия,GF,БС,LTE-2600,2021-11-20,2021,МР Северо-Запад
PL_10_00114,Республика Карелия,GF,БС,NI-1800,2021-11-20,2021,МР Северо-Запад
PL_10_00119,Республика Карелия,GF,БС,LTE-1800,2021-07-10,2021,МР Северо-Запад
PL_10_00119,Республика Карелия,GF,БС,LTE-2600,2021-07-10,2021,МР Северо-Запад
PL_10_00119,Республика Карелия,GF,БС,NI-1800,2021-07-10,2021,МР Северо-Запад
PL_10_0017,Республика Карелия,CS,БС,LTE-2600-TDD,2021-04-20,2021,МР Северо-Запад
PL_10_0022,Республика Карелия,CS,БС,NI-1800,2021-02-10,2021,МР Северо-Запад
PL_10_0022,Республика Карелия,CS,БС,LTE-1800,2021-02-10,2021,МР Северо-Запад
PL_10_00220,Республика Карелия,CS,БС,LTE-2600,2021-06-27,2021,МР Северо-Запад
PL_10_00220,Республика Карелия,CS,БС,LTE-2600-TDD,2021-06-27,2021,МР Северо-Запад
PL_10_0028,Республика Карелия,CS,БС,LTE-2600,2021-06-27,2021,МР Северо-Запад
PL_10_0028,Республика Карелия,CS,БС,LTE-2600-TDD,2021-06-27,2021,МР Северо-Запад
PL_10_00338,Республика Карелия,GF,БС,GSM-900,2021-05-30,2021,МР Северо-Запад
PL_10_00338,Республика Карелия,GF,БС,LTE-1800,2021-05-30,2021,МР Северо-Запад
PL_10_00338,Республика Карелия,GF,БС,NI-1800,2021-05-30,2021,МР Северо-Запад
PL_10_0035,Республика Карелия,CS,БС,LTE-2600-TDD,2021-02-20,2021,МР Северо-Запад
PL_10_0042,Республика Карелия,CS,БС,NI-1800,2021-12-31,2021,МР Северо-Запад
PL_10_00440,Республика Карелия,CS,БС,GSM-900,2021-07-20,2021,МР Северо-Запад
PL_10_00440,Республика Карелия,CS,БС,NI-1800,2021-07-20,2021,МР Северо-Запад
